restaurant_id,name,rating,review_count,price,phone,display_phone,url,image_url,is_closed,categories,address,city,state,zip_code,latitude,longitude,search_term,confidence_score,crawled_at,source,sources,website,types
FYV7zb2yau9DzN3AT-n-fw,4 Seasons Food Market,4.5,67,$,+12155673392,(215) 567-3392,https://www.yelp.com/biz/4-seasons-food-market-philadelphia-4?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/T8YjGD_XA-MkX4F40kOW9Q/o.jpg,False,"['Delis', 'Beer, Wine & Spirits']",236 S 21st St,Philadelphia,PA,19103,39.94991,-75.17622,bring your own bottle Philadelphia,Medium,2025-10-16T19:20:44.370592,Yelp,['Yelp'],,
t8xJ1hwM41vYwe7LxIyqaw,Sally,4.4,143,,+12677737178,(267) 773-7178,https://www.yelp.com/biz/sally-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/IrzegDiAd8LSPOTWQtTLOA/o.jpg,False,"['Pizza', 'Wine Bars', 'Tapas/Small Plates']",2229 Spruce St,Philadelphia,PA,19103,39.94887745981096,-75.17887942492962,bring your own bottle Philadelphia,Medium,2025-10-16T19:20:44.428065,Yelp,['Yelp'],,
bugqlf02nwjIY1F8lozzKQ,The Foodery Roxborough,4.0,153,$$,+12154824500,(215) 482-4500,https://www.yelp.com/biz/the-foodery-roxborough-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/vaaiRAuswNDANQLE1-mKDw/o.jpg,False,"['Beer, Wine & Spirits', 'Delis']",6148 Ridge Ave,Philadelphia,PA,19128,40.0344857820239,-75.2164116942903,bring your own bottle Philadelphia,Medium,2025-10-16T19:20:44.429923,Yelp,['Yelp'],,
4tU9hlfzrCpcGWTIm-OKVA,Rouge,3.7,611,$$,+12157326622,(215) 732-6622,https://www.yelp.com/biz/rouge-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/EiQGQVe3B0rwUid_OGCshQ/o.jpg,False,"['Breakfast & Brunch', 'Beer, Wine & Spirits', 'American']",205 S 18th St,Philadelphia,PA,19103,39.949638,-75.170671,bring your own bottle Philadelphia,Medium,2025-10-16T19:20:44.437530,Yelp,['Yelp'],,
hxh1ongobphqXq30V13ukg,Bottle Bar East,4.1,288,$$,+12679098867,(267) 909-8867,https://www.yelp.com/biz/bottle-bar-east-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/JBszhm6i3rleKTV7bGmGmg/o.jpg,False,"['Beer, Wine & Spirits', 'Sports Bars', 'American']",1308 Frankford Ave,Philadelphia,PA,19125,39.9705167859793,-75.1344942301512,bring your own bottle Philadelphia,Medium,2025-10-16T19:20:44.438070,Yelp,['Yelp'],,
6pT7TIyrhpeo-LjTlIZBDA,Capriccio Cafe and Bar,3.3,166,$,+12157359797,(215) 735-9797,https://www.yelp.com/biz/capriccio-cafe-and-bar-philadelphia-2?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/UsAPY476oI2lESZGPq0fJQ/o.jpg,False,"['Coffee & Tea', 'Breakfast & Brunch', 'Beer, Wine & Spirits']",110 N 16th St,Philadelphia,PA,19102,39.9556025,-75.166376,bring your own bottle Philadelphia,Medium,2025-10-16T19:20:44.438603,Yelp,['Yelp'],,
L4kfcADLCU4T33i7Z0CkuA,Bistro Romano,4.1,668,$$,+12159258880,(215) 925-8880,https://www.yelp.com/biz/bistro-romano-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/42ms-kpxQuQ_0HYlhxFhug/o.jpg,False,"['Italian', 'Wine Bars']",120 Lombard St,Philadelphia,PA,19147,39.9419372504695,-75.14468348843,BYO Philadelphia,Medium,2025-10-16T19:20:53.557954,Yelp,['Yelp'],,
yeMbnYWLlWOTnv4F5emr_Q,Darling Jack's Tavern,4.4,239,$$,+12155464200,(215) 546-4200,https://www.yelp.com/biz/darling-jacks-tavern-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/MuviohgTHDfbynIQBsHPPw/o.jpg,False,"['New American', 'American', 'Wine Bars']",104 S 13th St,Philadelphia,PA,19107,39.95008,-75.16215,bring wine Philadelphia,Medium,2025-10-16T19:21:01.966083,Yelp,['Yelp'],,
N2j1caPRBMk34IEKqtGLSA,Bar 210,4.4,7,$$$$,+12157902533,(215) 790-2533,https://www.yelp.com/biz/bar-210-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/nN7UznsTojxj0_umbNcZhA/o.jpg,False,"['Wine Bars', 'Seafood']",211 W Rittenhouse Sq,Philadelphia,PA,19103,39.949705,-75.172932,bring wine Philadelphia,Medium,2025-10-16T19:21:02.023289,Yelp,['Yelp'],,
eJaeTZlIdM3HWCq__Ve4Wg,Tria Cafe Rittenhouse,4.4,958,$$$,+12159728742,(215) 972-8742,https://www.yelp.com/biz/tria-cafe-rittenhouse-philadelphia-2?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/fJb01wNlqNZyS8Fmw33haQ/o.jpg,False,"['Wine Bars', 'Modern European']",123 S 18th St,Philadelphia,PA,19103,39.9509483,-75.1704197,bring wine Philadelphia,Medium,2025-10-16T19:21:02.027501,Yelp,['Yelp'],,
5oFcqABGb-y38mB83f7NFg,Mish Mish,3.8,84,$$$,+12677619750,(267) 761-9750,https://www.yelp.com/biz/mish-mish-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/zq3leR5huN0qh5RiiE2wCg/o.jpg,False,"['Mediterranean', 'Wine Bars', 'Cocktail Bars']",1046 Tasker St,Philadelphia,PA,19148,39.9296,-75.16305,bring wine Philadelphia,Medium,2025-10-16T19:21:02.062070,Yelp,['Yelp'],,
lT-RDsvFR21X1_5UhFp5Dg,Sue's Market,4.4,18,,+12159821678,(215) 982-1678,https://www.yelp.com/biz/sues-market-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/CA6S1mNW2X-79CopwKb56g/o.jpg,False,"['Grocery', 'Delis', 'Beer, Wine & Spirits']",275 St James Pl,Philadelphia,PA,19106,39.946233,-75.1455404,bring wine Philadelphia,Medium,2025-10-16T19:21:02.066477,Yelp,['Yelp'],,
Lw1gzZZGI2GFQc6BI5zyJw,Kite & Key,3.5,505,$$,+12155681818,(215) 568-1818,https://www.yelp.com/biz/kite-and-key-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/AngtXY1V72wS-bzkWtSFWw/o.jpg,False,"['American', 'Wine Bars', 'Beer Bar']",1836 Callowhill St,Philadelphia,PA,19130,39.96035,-75.16967,bring wine Philadelphia,Medium,2025-10-16T19:21:02.069732,Yelp,['Yelp'],,
yihGPorZJ4gruJKMgdg4zQ,Dan Dan,4.1,435,$$,+14845808558,(484) 580-8558,https://www.yelp.com/biz/dan-dan-wayne-2?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/o3L1xMKu0OR50O0q_BoV6Q/o.jpg,False,"['Taiwanese', 'Szechuan', 'Wine Bars']",214 Sugartown Rd,Wayne,PA,19087,40.045263146829186,-75.40667550397606,bring wine Philadelphia,Medium,2025-10-16T19:21:02.127524,Yelp,['Yelp'],,
AdUcitpXQXZiJ3wA82RrlQ,Madira Bar & Grill,4.2,58,$,+12155510107,(215) 551-0107,https://www.yelp.com/biz/madira-bar-and-grill-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/kP1PRM-DBf8NxQ2wUBPmkg/o.jpg,False,"['American', 'Bars', 'Beer, Wine & Spirits']",1252 S 21st St,Philadelphia,PA,19146,39.935974,-75.17918,bring wine Philadelphia,Medium,2025-10-16T19:21:02.130742,Yelp,['Yelp'],,
sDi3UPW6imj4wGHUg7CgXg,Teresa's Cafe,3.9,524,$$,+16102939909,(610) 293-9909,https://www.yelp.com/biz/teresas-cafe-wayne?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/5BoZttM85Gb7nVDYBrWd5g/o.jpg,False,"['Italian', 'Wine Bars', 'Gastropubs']",124 N Wayne Ave,Wayne,PA,19087,40.045066,-75.388179,bring wine Philadelphia,Medium,2025-10-16T19:21:02.132853,Yelp,['Yelp'],,
lKU_kljhbEQKIPaM1Zbqiw,Little Nonna's,4.2,1499,$$,+12155462100,(215) 546-2100,https://www.yelp.com/biz/little-nonnas-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/rGx_kJmmSeno9MSppXYDgg/o.jpg,False,['Italian'],1234 Locust St,Philadelphia,PA,19107,39.9477864380196,-75.1618928090843,BYOB Philadelphia,Low,2025-10-16T19:20:35.508546,Yelp,['Yelp'],,
2gDkEvBPkl-ATS_eqaMvxQ,La Nonna,4.6,240,$$,+12679283262,(267) 928-3262,https://www.yelp.com/biz/la-nonna-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/gz0DHHE6pwDpSBpMucb46g/o.jpg,False,"['Italian', 'Comfort Food', 'Pasta Shops']",214 S St,Philadelphia,PA,19147,39.94117,-75.146112,BYOB Philadelphia,Low,2025-10-16T19:20:35.512493,Yelp,['Yelp'],,
4_VDvhKpKSsj7jZYdocZYA,La Viola,3.6,583,$$,+12157358630,(215) 735-8630,https://www.yelp.com/biz/la-viola-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/THvIMXgMQEqEg3QgkNYStA/o.jpg,False,['Italian'],253 S 16th St,Philadelphia,PA,19102,39.94777,-75.16774,BYOB Philadelphia,Low,2025-10-16T19:20:35.517455,Yelp,['Yelp'],,
-cEFKAznWmI0cledNOIQ7w,Gran Caffe L'Aquila,4.4,1616,$$,+12155685600,(215) 568-5600,https://www.yelp.com/biz/gran-caffe-l-aquila-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/qMOQt2WsZJy1-Dq1oCRwAA/o.jpg,False,"['Coffee & Tea', 'Italian', 'Gelato']",1716 Chestnut St,Philadelphia,PA,19103,39.95127,-75.1695,BYOB Philadelphia,Low,2025-10-16T19:20:35.518908,Yelp,['Yelp'],,
wUnLSg_GKfEIQ5CQQ770_g,Vetri Cucina,4.5,582,$$$$,+12157323478,(215) 732-3478,https://www.yelp.com/biz/vetri-cucina-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/04hFXpen1jUf-cW8qkpy3g/o.jpg,False,['Italian'],1312 Spruce St,Philadelphia,PA,19107,39.94659,-75.16319,BYOB Philadelphia,Low,2025-10-16T19:20:35.520344,Yelp,['Yelp'],,
Mt6XTQfwk2DUD3AK29YIBg,Melograno,3.8,519,$$$,+12158758116,(215) 875-8116,https://www.yelp.com/biz/melograno-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/3Zc5NzkzfZYsxSfRoor5BQ/o.jpg,False,['Italian'],2012 Sansom St,Philadelphia,PA,19103,39.9512145,-75.1741313,BYOB Philadelphia,Low,2025-10-16T19:20:35.521788,Yelp,['Yelp'],,
6ajnOk0GcY9xbb5Ocaw8Gw,Barbuzzo,4.3,3411,$$$,+12155469300,(215) 546-9300,https://www.yelp.com/biz/barbuzzo-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/c3Y1TCcToVENcJEAe0gbwg/o.jpg,False,"['Mediterranean', 'Pizza', 'Italian']",110 S 13th St,Philadelphia,PA,19107,39.94999,-75.16216,BYOB Philadelphia,Low,2025-10-16T19:20:35.523243,Yelp,['Yelp'],,
rLRw73bopdUf4spMxIAhIQ,Chef Vargas,4.4,259,$$,+12676262805,(267) 626-2805,https://www.yelp.com/biz/chef-vargas-elkins-park?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/m75Rt9d8ShU2121pRzlkUg/o.jpg,False,['New American'],7900 Old York Rd,Elkins Park,PA,19027,40.07452,-75.13045,BYOB Philadelphia,Low,2025-10-16T19:20:35.525248,Yelp,['Yelp'],,
B6Lvq3sOYwhKxPzadDka9g,Zeppoli,4.0,384,$$$,+18568542670,(856) 854-2670,https://www.yelp.com/biz/zeppoli-collingswood?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/or8U5pRuaY_o15WXm1pyuA/o.jpg,False,"['Mediterranean', 'Italian']",618 Collings Ave,Collingswood,NJ,08107,39.910702,-75.084456,BYOB Philadelphia,Low,2025-10-16T19:20:35.527381,Yelp,['Yelp'],,
aCHS5pnDjChkHpFo4-EfKg,Bistro La Baia,3.6,281,,+12676871561,(267) 687-1561,https://www.yelp.com/biz/bistro-la-baia-philadelphia-5?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/UWukSDqTM9--SMGYBk_yQg/o.jpg,False,"['Italian', 'Mediterranean', 'Seafood']",1700 Lombard St,Philadelphia,PA,19146,39.94516,-75.17026,BYOB Philadelphia,Low,2025-10-16T19:20:35.600055,Yelp,['Yelp'],,
3lBooCffgkW7tVSG5kILBA,Porcini,3.7,365,$$,+12157511175,(215) 751-1175,https://www.yelp.com/biz/porcini-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/2RxPLgwLrZ_pJSWHpmoFDw/o.jpg,False,['Italian'],2048 Sansom St,Philadelphia,PA,19103,39.951348,-75.1751139,BYOB Philadelphia,Low,2025-10-16T19:20:35.601508,Yelp,['Yelp'],,
4zQV6v8TwEYMwI9Ekdf19g,Figs,4.0,339,$$,+12159788440,(215) 978-8440,https://www.yelp.com/biz/figs-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/tRyTRjfiaiOCtiq6rJebTw/o.jpg,False,"['Moroccan', 'Mediterranean']",2501 Meredith St,Philadelphia,PA,19130,39.96852,-75.17852,BYOB Philadelphia,Low,2025-10-16T19:20:35.603006,Yelp,['Yelp'],,
ms4JSXndwFKFBQalYQE9ag,Italian Family Pizza,4.8,17,,+12158015198,(215) 801-5198,https://www.yelp.com/biz/italian-family-pizza-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/XX8vBbWhCV0D2TjOI5cNCQ/o.jpg,False,"['Pizza', 'Italian']",136 N 17th St,Philadelphia,PA,19103,39.95628703841877,-75.167847,BYOB Philadelphia,Low,2025-10-16T19:20:35.604741,Yelp,['Yelp'],,
trwHwsXOVV-ZmF-MtP98BA,High Street Philadelphia,4.2,921,$$,+12156250988,(215) 625-0988,https://www.yelp.com/biz/high-street-philadelphia-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/UmY8hKkhhvC-WjMUbhT9DQ/o.jpg,False,"['New American', 'Sandwiches', 'Pizza']",101 S 9th St,Philadelphia,PA,19107,39.9496013,-75.1553451,BYOB Philadelphia,Low,2025-10-16T19:20:35.611006,Yelp,['Yelp'],,
2pDXWt8KnncH7FEHL25NvA,IL Granaio,4.6,741,$$$,+16104598469,(610) 459-8469,https://www.yelp.com/biz/il-granaio-glen-mills?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/QeFTqlesUF19nRSIQhXXxA/o.jpg,False,"['Italian', 'Bars']",711 Concord Rd,Glen Mills,PA,19342,39.8818,-75.51302,BYOB Philadelphia,Low,2025-10-16T19:20:35.611898,Yelp,['Yelp'],,
sVZb87xjhbCWHQ2UXOGLrA,Giorgio On Pine,4.2,1265,$$,+12155456265,(215) 545-6265,https://www.yelp.com/biz/giorgio-on-pine-philadelphia-3?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/CMh9Qj-s1G8R8txNcvITow/o.jpg,False,"['Italian', 'Pizza']",1328 Pine St,Philadelphia,PA,19107,39.945339381185,-75.164454458833,BYOB Philadelphia,Low,2025-10-16T19:20:35.615186,Yelp,['Yelp'],,
W9q_4ZA-F2edhXPFUT12Kg,Vita,4.3,127,$,,,https://www.yelp.com/biz/vita-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/9n5ZITizHAPYVxR8ORlQJA/o.jpg,False,['Italian'],261 S 17th St,Philadelphia,PA,19103,39.947996,-75.16935,BYOB Philadelphia,Low,2025-10-16T19:20:35.616716,Yelp,['Yelp'],,
y8gjlpJA89qDRCLC0JQaew,Giuseppe & Sons,4.1,634,$$,+12153999199,(215) 399-9199,https://www.yelp.com/biz/giuseppe-and-sons-philadelphia-2?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/zsvtFBS0H0fZ9zMR7787oA/o.jpg,False,"['Italian', 'Bars']",1523 Sansom St,Philadelphia,PA,19102,39.9504087434756,-75.1662252985327,BYOB Philadelphia,Low,2025-10-16T19:20:35.618200,Yelp,['Yelp'],,
KxQca9d-9Rrn5STR_y9soQ,Positano Ristorante & Bar,3.0,48,$$$,+16108968298,(610) 896-8298,https://www.yelp.com/biz/positano-ristorante-and-bar-ardmore?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/AoCvPCZrUOOdjVt_NNI47A/o.jpg,False,"['Italian', 'Bars', 'Seafood']",21 W Lancaster Ave,Ardmore,PA,19003,40.008494,-75.291994,BYOB Philadelphia,Low,2025-10-16T19:20:35.619723,Yelp,['Yelp'],,
qnprJxrjwuEivitA8V2aEQ,Fiorella,4.5,386,$$$,+12153059222,(215) 305-9222,https://www.yelp.com/biz/fiorella-philadelphia-2?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/5r9Lfeuoq1zbG9ur_3ZQtw/o.jpg,False,"['Pasta Shops', 'Italian']",817 Christian St,Philadelphia,PA,19147,39.9388677767588,-75.156939,BYOB Philadelphia,Low,2025-10-16T19:20:35.700608,Yelp,['Yelp'],,
oVwEPg-BADIFl2SlGma6jg,Burrata,4.5,241,$$,+12154652200,(215) 465-2200,https://www.yelp.com/biz/burrata-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/luX1fSvySnzOFjDIT3Yf_g/o.jpg,False,['Italian'],1247 S 13th St,Philadelphia,PA,19147,39.9339252433408,-75.1652430742979,BYOB Philadelphia,Low,2025-10-16T19:20:35.705523,Yelp,['Yelp'],,
5-olTgAwRwJyvfvrdEFdSg,StudioKitchen,3.9,7,$$$$,,,https://www.yelp.com/biz/studiokitchen-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/VGP3dclieuRj_cHtISQQnQ/o.jpg,False,['New American'],236 N 2nd St,Philadelphia,PA,19123,39.954818,-75.142668,BYOB Philadelphia,Low,2025-10-16T19:20:35.707009,Yelp,['Yelp'],,
h7TO_IsmLCYmKKDVOOIeFw,Fat Salmon,4.3,1248,$$,+12159288881,(215) 928-8881,https://www.yelp.com/biz/fat-salmon-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/qmRytZoTepcvGvMxNVX4kg/o.jpg,False,"['Japanese', 'Sushi Bars']",719 Walnut St,Philadelphia,PA,19106,39.9481899,-75.15338,BYOB Philadelphia,Low,2025-10-16T19:20:35.709716,Yelp,['Yelp'],,
TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,4.5,93,$$$,+12156609008,(215) 660-9008,https://www.yelp.com/biz/angelinas-philadelphia-4?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/z1eb_O-zKCmc-cheU2VZkw/o.jpg,False,['Italian'],7 S,Phila,PA,19147,39.940233,-75.155795,BYOB Philadelphia,Low,2025-10-16T19:20:35.710980,Yelp,['Yelp'],,
eLbKuFpCtHEjCkoWkDDk7g,Trattoria Carina,4.4,417,$$,+12157325818,(215) 732-5818,https://www.yelp.com/biz/trattoria-carina-philadelphia-2?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/eAR3jJBEPiFWqhuDo4O-pQ/o.jpg,False,['Italian'],2201 Spruce St,Philadelphia,PA,19103,39.94878,-75.17803,BYOB Philadelphia,Low,2025-10-16T19:20:35.715291,Yelp,['Yelp'],,
SwDn4LYC7uzQMmIz8RMBBg,Corner Bistro,4.1,258,$$,+13024771778,(302) 477-1778,https://www.yelp.com/biz/corner-bistro-wilmington?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/IV7tw78pkBA7i8n1n4hySA/o.jpg,False,['New American'],3604 Silverside Rd,Wilmington,DE,19810,39.80854,-75.54781,BYOB Philadelphia,Low,2025-10-16T19:20:35.718129,Yelp,['Yelp'],,
LizaSXXtaPjbxGtwo_rw9Q,Gnocchi Restaurant,4.0,317,$$,+12155928300,(215) 592-8300,https://www.yelp.com/biz/gnocchi-restaurant-philadelphia?adjust_creative=duXHCGAP-WXzIfawKeK1Xw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=duXHCGAP-WXzIfawKeK1Xw,https://s3-media0.fl.yelpcdn.com/bphoto/_i8sBOvf3A_io7q2H46dog/o.jpg,False,['Italian'],613 E Passyunk Ave,Philadelphia,PA,19147,39.94138,-75.15033,BYOB Philadelphia,Low,2025-10-16T19:20:35.774869,Yelp,['Yelp'],,
